Newspaper Name,Issue No,Date (mm/dd/yyyy),Content,Source,Image
The Royal Gazette (New York),479,5/2/1781,"RUN away on Sunday the 29th of April, a NEGRO BOY, named TOM, the property of Doctor Donald M ‘Lean, No. 20, six doors from the Coffee-House, he is a stout well made fellow, speaks tolerable good English, had on when he went away, a Brown Cotton Jacket, a Black Velvet Jockey Cap, Blue Breeches, Shoes and Stockings; he may probably change his name and dress Whoever brings the said Negro to his Master, will be well rewarded. All Masters of Transports, Privateers, and Merchantmen, are strictly forbid to harbour the said Negro.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),480,5/5/1781,"A N E G R O B O Y RUN away from the subscriber on Friday the 20th April last, a Negro Boy, named Charles Macaulay, about 16 or 17 years old, near five feet high; had on when he went away, an old red jacket, and a white flannel one under it, a pair of white fearnought trowsers, and a sailor’s round hat. A reward of two Guineas will be given to any person, who will bring him to the Ale Brewery, Maiden Lane, or to John Dickenson, at the King’s Arms, Whitehall. N.B. All Masters of vessels and others, are forbid to harbour or conceal the above boy at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New Jersey Gazette (Trenton),176,5/9/1781,"One Thousand Continental Dollars Reward. Ran Away on the 24th ult. from the subscriber in Hopewell, a negro man named Toney, about 35 years of age, five feet six or seven inches high—Whoever takes him and secures him so that his master may have him again, shall have the above reward and all reasonable charges paid by Andrew Blackwell. N.B. All persons are forebid to harbour him at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),482,5/12/1781,"Sunday, April 22d. 1781. RUN AWAY from the ship Euphrates, three negro men, named Will, Paul and Duke, each marked with three marks on each side the temple, and one between the eyes, about five feet seven inches high, speak good English. Whoever will apprehend said negroes, and deliver them on board said ship, shall receive a reward of one Guinea for each. N.B. Will is lame in one thigh.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),483,5/16/1781,"RUN away from Messrs. Ray, and Fitzsimmons, two miles beyond Jamaica, a Negro and Negro Wench, about eight days ago. The Negro’s name HERCULES, about 22 years of age, apt to stutter on a surprize, has thick lips, and had on a white flannel shirt, whitejacket with sleeves, velvet plush breeches; the Wench young and lusty, with three scars on each cheek, both from the southward, the wench was seen in New York, and the negro at Brooklyn. Whoever secures said negro, and negro Wench, so as they may be had by the subscribers, shall receive for each Five Dollars reward, and reasonable charges paid by us. RAY and FITZSIMONS. Jamaica, May 7, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New Jersey Gazette (Trenton),180,6/6/1781,"Three Pounds in Gold or Silver Reward. Ran Away on Sunday night last, the 27th of this instant, from the subscriber living in Newtown Buck’s County Pennsylvania; a negro woman named Fann, a short thick wench, about 18 or 19 years of age, very black, thick lips; had on a short gown and petticoat made of linsey black and white stripes a large bundle of other cloths for herself and female child about three years old; it is expected she has been assisted by some negro or mullatto. Whoever takes up and secures said Negro wench and child, so that her master may have them again, shall receive the above reward paid by Samuel Yardley. May 29, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),495,6/27/1781,"RUN away, a likely Mulatto Wench, called PAMELIA, 18 years old, about five feet three inches high, stout and well made, had on when she went away, a short purple callicoe gown and pink petticoat. Whoever apprehends and will conduct her to the subscriber in Dutch-Street shall be grately rewarded. All persons are cautioned from harbouring or carrying her off the Island. ELIZABETH EVANS. New York, 26th June, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Journal (Chatham),123,6/27/1781,"RANAWAY from the subscriber living near the Cross Roads, at Lamington, the 20th instant, a yellow fellow, twenty-two years old, near six feet high, named Pomp; had on when he went away a tow shirt and trowsers, a red jacket, and had with him a black and white mixed coat.— Whoever secures said Negro in any gaol, or returns him to his master, shall have a Half Joe reward, and reasonable charges, paid by DAVID HENRY. Hunterdon, June 27, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),498,6/30/1781,"Eight Dollars Reward. RUN AWAY from the Subscriber, Matthew Daniel, living at No. 34, Duke Street, a Negro Boy, named Duff, had on when he went away a red waistcoat, check shirt and osnaburgh trowsers, no shoes nor hat. W hoever brings said boy to his master, or gives intelligence where he can be had, shall have the above reward. N.B. All masters of vessels and others are forwamed to harbour or conceal the said Negro Boy, as they may expect to answer for the same.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Gazette (Trenton),185,7/11/1781,"Eight Hard Dollars Reward Run Away a negro boy about fifteen years of age named Jack has a down look and is a very great liar. He was in Trenton last Saturday night and left it on Sunday morning. His intention is to escape to the enemy. Whoever will secure and deliver the said Negro boy to the printer hereof shall have the above reward and reasonable charges paid. Trenton, July 10, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Gazette (Trenton),185,7/11/1781,"Ten Hard Dollars Reward Run Away from the subscriber yesterday morning; a certain negro woman named Bet, about 21 years of age: Had on a green hat, a long red strriped calico gown, a brown linsey petticoat, a striped lawn aprong. She took with her a female child of about three years of age and several other sorts of cloths. Whoever secures her and delivers her to the subscribers shall have the above reward paid by Jacob Phillips. Burlington, July 11, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),502,7/21/1781,"Five Dollars Reward. RUN AWAY from the Subscriber, on Tuesday the 3rd instant, A Negro Wench named LUCE, about twenty-eight years old, has a large mark on one of her cheeks which looks like a scar, she had on when she went off, a homespun short gown and petticoat. Whoever takes up the said wench and secures her, or gives information so that her mistress may get her again, shall receive the above reward, from ANN PRICE, on Golden Hill, next door to the comer of Fair-Street. N.B. If the aforsaid wench will return, she will be forgiven.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),503,7/25/1781,"RUN-AWAY on Monday night, nine o’clock, from John O ’Brien, at the Four Alls, near the Ferry-Stairs, a young negro girl named Sarah, about 19 years old, she wore a white short gown and a cotton petticoat. Whoever returns her to her master, or gives information for her recovery, shall receive eight Dollars reward. All masters of vessels and others are forwamed against harbouring her at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),503,7/25/1781,"Ten Dollars Reward. RUN AWAY from the Subscriber, about six or eight weeks ago, an indented negro man named York Re vers, about one or two and twenty years of age, five feet five inches high; had on when he went away, a brown coat with red cuffs and collar, and osnaburgh trowsers.------Also, on Saturday last a negro boy named Jack, about twelve years of age, had on when he went away, a blue coat faced with red. Whoever will secure the above negroes and bring them to the subscriber, shall receive the above reward, or five dollars for either of them. All masters of vessels and others are hereby strictly charged not to harbour or conceal either of them as they shall answer the same at their peril. JOHN GRIFFITHS, No. 195, Water-Street.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),506,8/4/1781,"One Guinea Reward. RUN AWAY from the Provost Marshal, a black man named Richmon, formerly the property of the Rebel Colonel Pattison, at Christeen Bridge, in Pennsylvania: He formerly lived at Mr. Saufe’s, Merchant at the Fly-market: All masters of vessels are hereby warned against harbouring him at their peril, he being the Common HANGMAN. The above reward will be paid to any person who will secure said negro, so as the Provost Marshal may have him again, by CAPTAIN CUNNINGHAM, Provost Martial.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),506,8/4/1781,"Eight Dollars Reward. RUN away from the Subscriber, a stout Negro Man named SAM IVEY, a carpenter and caulker by trade, pitted with the small pox. I forwarn all Captains of vessels, or others from harbouring or taking him away; also any other person employing him and paying him wages without an order from me, shall be answerable for the same after this date. Whoever secures said Negro Slave, or delivers him to me at No. 71, Beekman-Street, shall be paid the above reward, with every other expense. JONATHAN EILBECK July 30 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Journal (Chatham),129,8/8/1781,"Ten Hard Dollars Reward. RANAWAY last night, from the subscriber, a NEGRO MAN named FRANK, about 40 years of age, 5 feet 8 or 10 inches high, slender made, has small legs, remarkable large flat feet, stoops and hobbles very much in his walking; had on or took with him a long brown broad cloth coat, a pair of blue plush breeches, several cloth jackets, some tow shirts and trowsers. Also ranaway at same time, a Negro Wench named PHOEBE, (wife of said Negro man) about 40 years of age, very talkative, active, and smart; had on or took with her a dark brown chintz gown, a black calimanco quilt, some short gowns and pettycoats, besides several things she has stolen.— She also took with her her male child named Obadiah, about 18 months old, but small for his age; he has a very large head and crooked legs.—Whoever secures the said Negroes, that the subscriber may have them again, shall receive the above reward, and reasonable charges if brought home, paid by JOHN WILSON. Hackett’s Town, July 24, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Journal (Chatham),129,8/8/1781,"Twenty Four Hard Dollars Reward. RAN AWAY in the night of the 7th inst. from the subscriber, near Coryell’s ferry, a negro man named WILL, aged about 22 years, about five feet four inches high, an artful cunning fellow, speaks good English, his hair turns up from his forehead; had on when he went away, an old blue coat, faced with red, white woollen overalls, and white breeches; it is supposed he will make for the enemies lines, and New-York. W hoever apprehends said negro, and secures him in any gaol, with giving notice, or delivers him at Morristown to Thomas Kinney, shall have the above reward, paid by either of us. PETER CASE. Morristown, August 8, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),509,8/15/1781,"Five Dollars Reward. RUN-AWAY on Monday afternoon, from the Subscriber, living at No. 14, Golden-Hill Street, a mulatto Wench named JANE, about nineteen years of age, four feet, six or seven inches high, middling likely, had on or took with her two light coloured callico short gowns, a black callimanco skirt and old stuff shoes. Whoever secures the said wench so that her master may get her again., shall have the above reward paid by JOSEPH THOMAS. All persons are forewarned from harbouring her. August 14, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),512,8/25/1781,"ONE GUINEA REWARD. RUN away from the subscriber a Negro Boy, eleven years of age, small growth, thin face, had on when he went away, a coarse round hat, small strip’d jacket, without sleeves, check shirt, a pair of Russia  trowsers, open at the foot. I forwarn any person to conceal or carry off said Negro Boy, at their peril. Any person bringing him to the Coffee House, shall have the above reward. JOHN BAIN.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),512,8/25/1781,"WENT away early on Wednesday morning the 15th of August inst. and has not since returned, a negro lad named MATTIS, he is a good looking well made lad, about 22 years of age but appears rather younger; is about five feet eight or nine inches high, has two scars just under one of his ears: he took with him three check shirts, oznaburg trowsers and frock, a pair of mottled nankeen breeches patched on the right knee, a striped jacket, and a round hat. His master is persuaded he did not mean to stay away, but has been seduced and is still secreted by someone. If the boy will return immediately he has nothing to fear; but should he not, those who detain him after this notice may depend upon being prosecuted with the utmost rigour. EIGHT DOLLARS Reward will be paid to any one who will bring him home, or FOUR DOLLARS to any person who will give the Printer information where he is.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),512,8/25/1781,"Sometime about last fall, ran away from his master, a negro man named SAM, he is a tolerable chunkey lad, about 5 feet 6 or 7 inches high, about 22 years of age, and has a remarkable scar on one cheek. Also ran away a considerable time since a negro man named C7ESAR, but calls himself Julius Caesar; he is about 5 feet 7 or eight inches high, by trade a sail maker, but has employed himself at times in going to sea, and in the wood boating business. Whoever will secure either of the above and give information to the Printer, that they may be had again, shall receive FIVE DOLLARS for each, and reasonable expences. It is pretty certain that both of them are lurking about this town.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),512,8/25/1781,"RUN away last Monday night from his Mother in Chapel- street, a Negro Boy named JACOB, near fourteen years old, has a cut on the side of his left eye, had on a red jacket, Osnaburgh trowsers, and check shirt, but without hat or shoes.— Whoever will bring him back to his Mother Jenny, at Mr. Ludlow’s, the comer of George’s-street in Chapel- street, shall receive Three Dollars reward.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),514,9/1/1781,"ABSCONDED a few days ago, from their owners, from the house of Mr. Ruble, at Flat-Bush: two Negro Girls, Slaves, one named Betsey, marked on the right shoulder T. A, the other named Polly, without any mark, they both speak bad English. Whoever may apprehend one or both Negroes, and deliver them to Alexander Forteath, No. 52, Burling Slip, shall receive for each Eight Dollars, if concealed, or harboured by any person, they may depend on being prosecuted.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),514,9/1/1781,"One Guinea Reward. RUN AWAY on Thursday last, a likely Negro Boy named Jack, about fourteen years old, had on a check shirt and trowsers. Whoever will bring him to Charles Hewitt, on Hallett’s wharf shall receive the above reward. N. B. All masters of vessels and others are forewarned not to harbour or conceal him but at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),514,9/1/1781,"FIVE DOLLARS REWARD. RUN away from the Subscriber, Captain Charles Grant, of the 42d, or Royal Highland Regiment of Foot, a negro man named TOM, about 27 years of age, five feet five or six inches high, thick and well made, has a cut in his forehead. Whoever brings the said negro man TOM, to Captain Grant, or Mr. Hunt, at Newtown, Long-Island, or give information where he can be found, shall have the above reward. All Masters of vessels and others are forwarned to harbour or conceal the said negro man, as they may expect to answer for the same.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New Jersey Gazette (Trenton),194,9/12/1781,"Ran Away from the subscriber, living in Trenton Ferry, a Negroe Boy named Jack, between 15 and 16 years old, yellowish complexion and slim built, late the property of General Philemon Dickinson: Had on an old felt hat, small in the rim, tow shirt and long pair of trousers. W hoever secures said boy in any gaol in the state shall have eight dollars reward and reasonable charges paid by me Patrick Colvin, September 4, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),523,10/3/1781,"TWO DOLLARS REWARD. RUN away from Major James Grant, of the King’s American regiment, a negro boy named Bristol, about 14 years of age, stout made, high nose, and pretty black, his wool short, had on when he went off, a brown homespun linen shirt and trowsers. Whoever will secure the said negro boy, so as his master can have him again, is entitled the above reward. All masters of vessels and others are forwarned to conceal the said negro, as in so doing they may expect to answer for the same.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),525,10/10/1781,"RUN AWAY from the Subscriber Oct 1, 1781, a Mulatto Girl, named DIANA, about 14 years of age, about four feet high, stout and well made, rough face, and had on when she went away a short red callico bed gown, osnaburgh petticoat, and a blue check handerchief, she was bought of Mr. Newton the 4th of June 1781. Whoever apprehends or gives information on to the Printer, so that the said run away may be had again, shall receive Five Dollars reward. Any person or persons harbouring or concealing the said run away, shall be prosecuted as the law directs.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),525,10/10/1781,"DESERTED from the Civil Branch of the Royal Artillery, two labourers, viz. James Herbert, a Mulatto, about 5 feet 9 inches high, and 34 years old, he had on a brown jacket, and, Tom Whiten, a Black, about 5 feet 4 inches high, 23 years old, he had on a green jacket. Whoever will take up the said Deserters, shall be handsomely rewarded, by making application at the Paymaster of Artillery’s Office, opposite St. Paul’s. All masters of vessels and others are forewarned not to harbour them on pain of prosecution. New-York, Oct 9, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),525,10/10/1781,"RUN AWAY from the subscriber on Thursday last a Negro Wench, named Peg, about 18 years of age, bom in Carolina, had on when she went away a blue cloth jacket with long sleeves, made in the form of a riding dress, with bright yellow buttons; this is to forwarn all persons from harbouring her and all masters of vessels from carrying her out of this port upon the penalty of paying whatever the law directs. Whosoever will take up the said Negro, and bring her to No. 48, Cherry Street, shall receive One Guinea reward. WILLIAM WILLSON.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New Jersey Gazette (Trenton),204,11/21/1781,"Thirty Pounds Hard Money Reward Run Away from the subscribers living near Racoon Ford Orange County Virginia on Sunday the second of September, three Negro slaves, viz. George a dark mullatto fellow, about seventeen years of age, near or quite six feet tall, has a sour down look, had on or carried with him a white yeam coat, turned up with blue, one pair of green cloth breeches one pair of cotton blue coat, one striped Virginia cloth coat, one pair of green cloth breeches, one pair of cotton breeches filled in with thred;— Harry, a black Negro, about the same age as George, a very well set fellow sprightly and well-spoken; had on an old white coat and a new hunting shirt and an old maccarroni hat;— Charles, a black Negro fellow, about sixteen years of age, sparer than Harry, has a very pleasant countenance and speaks slow; had on a black hunting shirt and an old felt hat— He spins well on the foot wheel. We have reason to believe there was a white man with them who had on a white cloth coat with buttons on each side of the breast and a maccarroni hat, the other parts of his dress we cannot leam. We will give Five Pounds reward for each or either of them if taken up and secured so that we can get them or Ten Pounds for each if delivered to us John Bledsoe, Benjamin Craig, Jeremiah Craig.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),542,12/8/1781,"One GUINEA Reward. RUN AWAY on Thursday the 4th instant, a stout Negro Boy, named TOM, of a very black complexion, had on when he went away a long scarlet coat, double lapelled, with gilt buttons, red jacket, double breasted, white breeches, grey worsted ribbed Stockings, strong shoes, and white metal buckles, an old black velvet cap; he probably may change his name and dress. It is presumed that no person whatever, will carry off the said negro; whoever will secure the said Run-away, so that his master may get him, will receive the above reward, by applying to the Printer. December 7, 1781.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),545,12/19/1781,"RUN AWAY from his master Lieutenant de Bardeleben (formerly in the regiment of Diasurth) at Charlestown, and supposed to have gone on board a ship, and sailed for New York, a Negro Man named JOE, of middle size, not very black, but rather a brownish complexion, a Carpenter by trade. Whoever meets or hears of said fellow, or actually is in possession of the same, is desired to secure and bring him, or give notice thereof to Judge Advocate Heym II, quartered at Mrs. Rosevelt’s, No. 20, Gold-Street, facing Ferry Street, where further information about a handsome reward will be given.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),545,12/19/1781,"New-York, Dec. 24, 1781. RUN away, last night, from Capt. Henry Reeve, who this morning sailed for Charlestown, in his Majesty’s service, a NEGRO MAN named CUFFEE, about 23 years of age, a well made fellow, a full black, with a remarkable long scar down the middle of his forehead, had on a blue coattee, fustian waistcoat, crimson plush breeches, shoes, and black and white striped stockings, he is an old transgressor, and eloped from his said master some time ago, and came to this city, called himself Jack, and reported that he was a free man; when apprehended by his master was about indenting himself to Mr. Thomas Cotton, Peruke Maker, at the New Slip. Whoever secures him in prison, or brings him to the subscriber, who is legally empowered to act for the said Capt. Reeve, shall receive a Guinea Reward, paid by me JOHN COX, No. 21, Wall Street.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),547,12/26/1781,"DESERTED from her service at Greenwich, on Thursday the 27th inst. a Negro Wench called BETSEY, the property of Mr. Christopher Roberts, some time of Portsmouth in Virginia, now of London. She is a tall, good looking Wench, and lived for some time in this city, lastly in the service of Mr. Terence Kerin. Five Dollars reward will be given to any person who will apprehend her, and bring her to No. 33, Wall Street, the Office of Mr. David Campbell, who has a Power of Attorney from her Master, authorizing him to let and dispose of this Wench, in any manner he thinks proper; all persons are therefore cautioned against hiring her, or paying her any money on that account, as they will certainly be accountable to her Master, or his Attorney, for her wages.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),547,12/26/1781,"ONE GUINEA REWARD, RUN away the 6th of December past, from on board of the ship Emanuel and Hercules, Alexander M'Dougal Master, a negro boy named Cudjoe, about five feet six inches high, stout and well made, very black complexion, speaks both English and French; had on when he went away, a bluejacket and trowsers. Whoever will bring him to Thomas Erskine, at Mrs. Smyth’s, No. 5, Hanover-Square, will receive the above reward.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),551,1/9/1782,"RUN AWAY from the subscriber on the 3d of January, a fat lusty Negro Wench, named Rachel, had on when she went away a dark callicoe short gown and homespun petticoat, without cloak or hat. Whoever will secure said wench so that the owner may recover his property shall receive Four Dollars reward from me DAVID BLAIR, No. 30, Little Dock Street.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),551,1/9/1782,"RUN AWAY last night a Negro Girl named POLLY, about 13 years old, she went off without shoes or stockings, and wore a blue baize frock. Whoever will give intelligence where she may be recover’d shall have Two Dollars reward at Dr. Dastuge’s, comer of Duke Street, in Broad Street.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New Jersey Gazette (Trenton),211,1/9/1782,"Run Away from the Subscribers, the 6th instant a Negro man named Joe, about twenty-two years of age, near six feet tall; had on when he left a brown broad cloth coat, white broad cloth waistcoat and black woolen trousers. Whoever takes up the said Negro man and delivers him to the subscribers, living near Ringo’s Tavern, Hunterdon County, shall have Ten Dollars reward and all reasonable charges paid by John Runyan, Jacob Williamson January 6, 1782.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
