Newspaper Name,Issue No,Date ,Content
"The New-York Gazette; or, The Weekly Post-Boy",1073,7/28/1763,"TAKEN UP AND committed to the Gaol in Perth-Amboy, a Black Boy, about 16 Years of Age, with Bushy Hair, not resembling the African Negroes; had on a Check Shirt, and Oznaburgs Trowsers; speaks pretty good English, says he was born in Bombay, in the East Indies; and that he came to New-York from Santa Croix, in the Snow Nancy, Cap. Hind.— As he is taken up upon suspicion of being a Runaway Slave, or Servant: If he is such, his Master by applying to the Gaoler in Amboy aforesaid, and paying the Charges, can have him. Perth-Amboy, July 20, 1763."
The New-York Gazette (Weyman’s),244,8/15/1763,"RUN away on Saturday last, the 13th August, from the Subscriber, a well set Negro Fellow, named Pompey, about 20 Years of Age, has well made Legs, Scars on his Shins, a thick flat Foot, thick Neck, little Eyes, no Beard, short Fingers, and a Cast on his Hand which is also thick: He is about five Feet 8 Inches high, was bought out of Capt. Richards, and his Name on board was Apollo. Had on a fine Check Shirt, having a white Patch on the Back of it; Linsey Woolsey double-breasted Jacket without Buttons on the Sleeves; a red Cap, long striped Trowsers that has a white Patch on one Thigh, and a Check one on the other; has no Shoes or Stockings, but a coarse bit of Linen for a Neckcloth: He has a Hole in each Ear, and a Resemblance of the Small-pox. All Masters of Vessels and others, are strictly forbid carrying him off, to harbour or conceal him, as they must assuredly answer it in Law. W hoever secures him in any of his M ajesty’s Gaols, so that he may be had again, shall have FIVE POUNDS Reward, with reasonable Charges, paid by, ARTHUR M ‘NEIL."
"The New-York Gazette; or, The Weekly Post-Boy",1076,8/18/1763,"RUN away, a Negro Man named Tom, born in Jamaica, but last from Havannah, near thirty Years of Age, about 5 Feet ten Inches high, his Eyes set deep in his Head, halts in his Walk, he generally wears a Red Waistcoat, faced with white, other Times a grey Coat faced with Red; speaks the WestIndies Accent and a little Spanish, and pretends to be free. Whoever apprehends and will deliver him to me, at the City Arms, will receive a Reward of Two Pounds. GEORGE BURNS. All Master of Vessels, and others are cautioned against concealing him."
"The New-York Gazette; or, The Weekly Post-Boy",1076,8/18/1763,"Committed to the Goal in Perth-Amboy, a likely Negro Man, about Six feet high, a Scar on his left Cheek Bone; has on a Pair of Leather Breeches, Flannel Shirt, an old Red Great Coat, says his Name is Daniel: He can give no intelligible Account of his Master, as he cannot speak English. His Master by applying to the Goaler in Amboy aforesaid, proving his property and paying Charges, can have him. Perth-Amboy, August 16, 1763."
"The New-York Gazette; or, The Weekly Post-Boy",1077,8/25/1763,"New-Y ork, August 14, 1763. TW ENTY DOLLARS REWARD, RUN away from John Leake, a Negro Man nam ’d Wall, about 40 Years of Age, five Feet six Inches high, yellowish Complection, one Leg a little thicker than the other, his Head bald, born at Oyster Bay, speaks good English; had on when he went away, a red Coat, a Manchester Velvet Jacket, white Thread Stockings, and new Shoes.—Whoever brings him to his said Master at NewYork, shall have the above Reward, and all reasonable Charges."
"The New-York Gazette; or, The Weekly Post-Boy",1078,9/1/1763,"THREE POUNDS REWARD. RUN away last Saturday, a Negro Man, Baptist, belonging to the Estate of the late Mr. Robert Kennedy. He is a French Negro about 40 Years old, 5 Feet 10 Inches high, pitted with the Small-Pox, and speaks bad English. He had good Cloaths, and generally wears a green Jacket, and striped, Holland skirts, Whoever takes up and secures said Fellow, and brings him to Mrs. Ferrara’s, shall have Three Pounds paid them by GEORGE TRAILE. All Commanders of Vessels, &c. are forbid to carry him away."
The New-York Gazette (Weyman’s),247,9/6/1763,"Fishkill, August 26, 1763 RUN away from his Master, the Rev. Mr. Chauncy Graham of the Fishkill, in the County of Dutchess, and Province of New-York, a Negro Man named Trace, aged 25 Years [ ] spry well-built Fellow; bred in New-England; looks very brazen, prompt and likely; talks flippent; has a flat Forehead and the lower part of his Face something prominent; his Hair [ ] on the Top, with a Tupee Foretop; plays on the Violin: He took with him an old blue Great-Coat, a Pair Leather Breeches, ditto Trowsers, a white Shirt, ditto Check, ditto Ozenbrigs, a [ ] under Jacket, a new Castor Hat, a Pair blue and white Stockings. Whoever takes up and secures said Negro, so that his [ ] Master may have him again, shall have Forty Shilings Reward and all reasonable Charges paid by CHAUNCY GRAHAM. N. B. All persons are hereby forbid to conceal, harbour, or carry off said Negro, as they shall answer it at their Peril."
"The New-York Gazette; or, The Weekly Post-Boy",1080,9/15/1763,"TAKEN UP, On the 6th Instant, in a Wood near the House of the Subscriber in Shrewsbury, A Negro Man, about 5 Feet 9 Inches high, speaks but little English, and appears to be about 50 Years of Age: He had on, 2 Jackets, one of blue Cloth, the other Silk Camblet, both without Sieves; an old Pair of wide Trowsers, and a pretty good Felt Hat.— The Owner may have him, by applying to John Wordel, Esq; or the Subscriber in Shrewsbury. LOCHLIN MTNTOSH."
The Pennsylvania Gazette (Philadelphia),1814,9/29/1763,"Five Pounds Reward. Runaway the 12th of July last, from Abraham Hewlings in Evesham, W est-New-Jersey, a negroe Man, named Moses, about 18 years of Age, about 5 feet 3 or 4 inches high, and has a Scar on the upper Side of one of his feet: Had on when he went away, An Ozenbrigs Shirt and Trowsers, a lightish coloured Cloth Jacket, with a Piece set in the Forebody, an old Felt hat and a Pair of strong Shoes. He took with him a sickle. Whoever takes up and secures said Servant, so as his Master may have him again, shall have the above reward, and reasonable charges paid by Abraham Hewlings. N.B. He formerly belonged to George Keen and it is supposed is harboured by some ordinary people, for while he belonged to said Keen, he was concealed by a Dutchman near Germantown."
"The New-York Gazette; or, The Weekly Post-Boy",1082,9/29/1763,"RUN AWAY FROM the subscriber, at Verderica Hook, in Orange County, about Thirty Miles from New-York, on Tuesday the Twentieth Instant, a Negro Man named Harry, about Thirty Years of Age, Five Feet and a Half high, pretty well set, black Complexion, full Faced, has not had the Small Pox, speaks good English and Dutch; two Fingers on his left Hand are somewhat stiff, so that he can neither straighten them, nor shut them close; bred to farming Business:—Had a coarse white Linen Shirt, ruffled at the Boson; a narrow brimmed, half worn Beaver Hat; a blue broad Cloth Coat, about half worn, four Inches too long waisted for him; a striped linsy Waistcoat, and wide striped Cotton Trowsers; had with him a Pair of grey Worsted, and a Pair of old white Woolen Stockings, and a Pair of very remarkably large broad rim ’d Brass Buckles— He carried with him several other wearing Clothes, viz. Two checked Woolen Shirts, blue and white; One or Two Pairs of coarse narrow homespun Tow Trowsers; and had some Money with him, wherewith he may have purchased other Clothes. Whoever secures the said Negro, giving me Notice so that I get him again, shall have Forty Shillings Reward, and all reasonable Charges paid by BENJAMIN KNAP. N.B. Masters of Vessels, and all other Persons are desired not to carry off, conceal, or harbour the said Negro, as they will answer the Penalty of the Law, in such cases made and provided."
"The New-York Gazette; or, The Weekly Post-Boy",1082,9/29/1763,"RUN AWAY, On the 5th Instant September from the Subscriber at the Province Arms, in New-York, A Negro Man named Sam, well Limb’d, round faced, about 30 Years of age, but looks younger; French born, but speaks pretty good English; is a good Cook, and was lately bought of Capt. James Delaney. He had on when he went away a narrow brimmed black Hat, somewhat worn, cock’d on one side, which he commonly wore behind; a light and brown Coat, Short Shirts; a Scarlet pair of Breeches, Pewter Buckles, and black Worsted Stockings.—But he may probably change his Dress. He is well known in this City, and it is supposed is now lurking, and concealed therein. W hoever will take up and secure the said negro, so that I may get him again shall have Forty Shillings Reward, paid by GEORGE BURNS. N.B. Master of Vessels, and all other persons, are desired not to carry off, conceal or harbour the said negro, as they will answer the Penalty of the Law, in such Cases made and provided."
"The Pennsylvania Journal, and the Weekly Advertiser (Philadelphia)",1088,10/13/1763,"Mr. Low’s Cato Run-away from Raritan Landing, October 3, 1763, being a middle siz’d Mullatto slave, born in this country, about twenty years of age, has a very wide mouth, bushy hair (lately cut off), walks with his knees bending forward, his cloathes are a French soldier’s coat, almost new which had been white but dyed, (not pressed) together with the lining of brown colour, bordering upon the olive, a new vest, lin’d with white, which had also been made for a French soldier, both alter’d to fit him, with brass buttons, also an old blue coat, and old leather jockey cap and trowsers of tow cloth. He is an extream handy fellow at any common work, especially with horses, and carriages of almost any sort, having been bred to it from a little boy, and to the loading and unloading of boats, a good deal used to a farm, can do all sorts of house work, and very fit to wait upon a gentleman, speaks very good English and Dutch, also pretty good High Dutch, is noted for his sense, and particularly for his activity at any things he takes in hand. It is supposed he will endeavour to pass for a freeman, and get away in the country, or go with some vessel to any part, so as not to be overtaken; all persons are forbid harbouring of him, and all masters of vessels taking him on board. Any person that will bring him to his Master Cornelius Low of Raritan-Landing, near New-Brunswick or secures him any of His M ajesty’s Gaols, giving notice thereof so that he may be had again, shall have ten dollars Reward and more if it can be reasonably demanded, with Proper charges."
"The New-York Gazette; or, The Weekly Post-Boy",1084,10/13/1763,"ORTY SHILLINGS REWARD, RUN away from me the Subscriber, living at Rariton, a Negro Man named Aberdeen, between fifty and Sixty Years of Age, about five Feet six Inches high, speaks bad English, had on when he went off, a Tow Shirt and Trowser, but stole away a good many good Clothes, so that he may alter his Dress:Whoever takes up and secures said negro, so that I may have him again, shall have the above Reward of Forty Shillings, and all reasonable Charges paid by me. JONATHAN RUNYAN. Rariton, Sept. 26, 1763."
"The New-York Gazette; or, The Weekly Post-Boy",1086,10/27/1763,"RUN AWAY THE 18th Instant at Night from the Subscriber, in the City of New-York, four Negro Men, Viz. LESTER, about 40 years of age, had on a white Flannel Jacket and Drawers, Duck Trowsers and Home-spun Shirt. CAESAR, about 18 Years of Age, cloathed in the same Manner. ISAAC, aged 17 Years Cloathed in the same Manner, except that his Breeches were Leather; and MINGO, 15 Years of Age, with the same Clothing as the 2 first, all of them of a middling Size, Whoever delivers either of the said Negroes to the Subscriber, shall receive TWENTY SHILLINGS Reward for each beside all reasonable Charges. If any person can give Intelligence of their being harbour’d a reward of TEN POUNDS will be paid upon conviction of the Offender. All Masters of Vessels and others are forewarn’s not to Transport them from the City, as I am resolved to prosecute as far as the law will allow. WILLIAM BULL. N.B. If the Negroes return, they shall be pardon’d."
The New-York Gazette (Weyman’s),256,11/7/1763,"About three weeks ago, a Negro Man came to the House of Thomas Letson at Black Point, in East New Jersey. He calls himself Sambo, is about 5j feet high, speaks English very indifferently says he belongs to one Allen; and is now sick. Whoever lays claim to said Negro and proves Property, may have him (on paying charges) by applying to said Thomas Letson."
The New-York Gazette: or The Weekly Post-Boy,1099,1/25/1764,"WHEREAS a Negro Man, named Cyrus, but calls himself Harry, had a Pass from the Subscriber, to go to Elizabeth Town, and return on Saturday the 7th inst. and is still absent: Whoever takes up the said Negro, and brings him to his Master, shall have Forty Shillings Reward, and all reasonable Charges paid by JEREMIAH STANTON. N.B. The said negro is 28 Years of Age, but looks much older; is about 5 Feet 2 Inches high, a good deal m ark’d with the Small Pox, speaks Dutch, and very bad English, had on when he went away, a blue Watch Coat, with Brass Buttons, Leather Breeches, and a white Shirt. Staten Island, January 18, 1764."
The Pennsylvania Gazette (Philadelphia),1831,1/26/1764,"Ran away on the 16th of January inst. from the subscriber living in Middlesex County, near Cranbury, a Spanish Negroe Man, Named John Jeste: Had on and took with him, a Felt Hat, two yellowish coloured Jackets, one without sleeves, a homespun brown Tow shirt, old Leather Breeches, blue Yarn Stockings, and two Pair of old Shoes. Whoever takes up said Negroe and brings him home, or secures him so that his Master may have him again, shall have Three Pounds reward and reasonable charges paid by John Rees. N.B. He ran away about six years ago and was take up at Capt. Elves’s Place near the Lower Ferry. All Masters of Vessels and others are forbid to harbour or carry him off."
The New-York Gazette: or The Weekly Post-Boy,1101,2/9/1764,"RUN away, on Wednesday the 1st instant, from Alexander Leslie, of Little Queen Street, the Comer of the New Dutch Church, New-York, A Negro Wench, named Hannah; lately the Property of Mr. David Milligan: She is about nineteen Years old, had on, when she went away, a green Jacket, an old homespun Petticoat, a red and white Handkerchief about her Neck; M en’s Shoes, and also carried with her an old black Crape Gown, an old flowered Apron, and a Check one; which she no doubt intends to Dress in, that she may not be known; She was born in this Country, speaks very good English, and is of an Olive Colour. Whoever takes up and secures the said Wench, shall have Two dollars Reward, and all reasonable Charges paid.— And all Masters of Vessels, and others, are forewarned not to carry off or harbour the said Wench, as they must expect to be prosecuted as the Law directs, by ALEXANDER LESLIE."
"The Pennsylvania Journal, and the Weekly Advertiser (Philadelphia)",1107,2/23/1764,"New-Brunswick February 9, 1764. Run-away yesterday morning from Brooke Farmer, Esq. post-master in New Brunswick, a Negro wench named Nell, between 30 and 40 years of age, middle sized, well-set, a very little pitted with the small-pox, is very handy and talkative, she formerly lived with the widow Prittons in Trentown. Had on when she went away, a homespun tow shift, a flow er’d flannel under-petticoat, a homespun ditto, striped red, white and blue, a linsey woolsey jacket darn’d under the arms, and a stuff cross bared short gown, a pair of blue stockings footed with a different colour, low heeled shoes lately soaled, with white metal buckles. Whoever takes up said Wench and secures her that her master may have her again, shall have Forty Shillings reward and reasonable charges paid by Brooke Farmer."
The New-York Mercury,646,4/12/1764,"Runaway on Saturday the 24th of February a Negro fellow named Jack: He is about 5 feet 8 inches high, of a very black complexion, and pretty much pitted with the small pox; his hair pretty long and stares very much; was born at Hackensack; when he talks, he speaks very quick. He had on when he went away, a short scarlet Duffil Waistcoat, made without flaps, (out buttoning close round to the Waistband of his breeches) and a red watchcoat, a Pair of long trowsers. Whoever secures the said Negro so that his Master may have him again, shall have Five Dollars Reward and all reasonable charges, paid by me Edward Agar. N.B. Since he first went away, he came privately into the House in the Night, and has take away the rest of his cloathes, viz. A blue camblet Coat, and a Pair of Leather Breeches, shoes and stockings, so that he may possibly change his dress and appear in them. All masters of Vessels, are hereby forewarned not to carry him off, and all Persons are forbid to harbour him, as they shall answer it at their peril."
The New-York Gazette: or The Weekly Post-Boy,1106,3/15/1764,"Easton, in the county of North-Hampton, and Province of Pennsylvania, Notice is hereby given that there are in the gaol of this county, three negroes, viz. a negro man named Jack, about 38 years old and about 5 feet 10 inches high and his wife named Jane, a tall wench, about 33 years old, and a negro boy of about 4 named Peter. They were all commited to this gaol on the 6th day of October, 1762. They speak some broken English and some broken low Dutch, they were advertised in the Pennsylvania Gazette in the month of November, 1762. And whereas no owner has appeared and I can learn nothing from them but that they come from Schenectady, and have thought proper to give this furthur notice that their owner may come and take them away, or they will soon be sold for the charges by Jacob Backman, Gaol Keeper."
The New-York Gazette: or The Weekly Post-Boy,1107,3/22/1764,"RUN-AWAY FROM Ralph Isaacs in New-Haven, in Connecticut, a lusty Negro Man, talks bad English, and broken French, had on when he went away, a Regimental Short Coat, checked Woolen Shirt, brown Cloth Breeches, took with him a blue Coat with a red Cape, and a white Shirt. Whoever shall secure the said Negro in any of his Majesty’s Gaols so that the Owner may get him again, shall have Five Pounds New-York Money Reward, and all reasonable Charges paid. RALPH ISAACS."
The New-York Gazette: or The Weekly Post-Boy,1107,3/22/1764,"Albany, February 12, 1764. RUN-away on Friday the 10th Inst, a likely negro Man, named Jacob, belonging to George Wray, at Albany; the said Negro is about 24 Years old, 5 feet 6 3.4 Inches high without shoes, has a Scar on the right side of his Forehead, one on his left Temple; (both just on the Edge of his Hair) and another on the Crown of his head; two large Pock-marks on the upper Part of his left Cheek­ bones, crooked Legs, the Calves of his Legs remarkably high, a lump on each Shoulder by being flogg’d some time past, stoops forward in walking, and hangs down his Head; speaks good English, some French, and a little Spanish, but little or no Dutch; of an insinuating Address, very apt to feign plausible Stories, and may perhaps call himself a free Negro. He has been seen on the Road to New-England. Whoever apprehends the said Negro, and brings him to his Master above-mentioned, or to the Printer of this Paper, or secures him in any Gaol, giving his Master Notice of it, shall receive Five Dollars Reward, and all reasonable Charges. He had on when he went away, a Blanket Coat, green Leggings and Maccasins, Buckskin Breeches and a red Worsted Cap. It is supposed he had with him, a black and white spotted Dog, answering to the Name of Venture."
The Pennsylvania Gazette (Philadelphia),1842,4/12/1764,"Five Pounds Reward. Run away on the 26th of March last, from the subscriber, at Great Egg Harbour, a Spanish Indian Servant Man, named James Donbar, about 5 feet 3 or 4 inches high, his hair tied behind: Had on when he went away, a blue Jacket, lined with red, a Check Flannel Shirt, old Leather Breeches, and blue Stockings; there are a blue Great Coat, and an Indian Blanket missing, and it is thought he will make toward the Forks of Delaware. Whoever takes up and secures said Runaway in any gaol so that his master may have him again, shall have the above Reward and all reasonable Charges, paid by Richard Wescot."
The Pennsylvania Gazette (Philadelphia),1844,4/26/1764,"Run away from the subscriber living at the Falls of Schuykill, a Negroe Woman, named Betty; it is uncertain what dress she will appear in as she had different sorts of clothes with her. She has a husband at Mr. Bard’s Iron­ works in M ount-holly, and it is thought she keeps thereabouts. Whoever takes up and secures said Negroe in the Workhouse in Philadelphia, shall have Thirty Shillings reward, paid by Jane Blackwood. N.B. All Persons are forbid to harbour her at their Peril."
The New-York Mercury,655,5/14/1764,"Run-away on the 22nd of April last, from Samuel Cock, of the township of Mansfield Wood-House, Sussex-County, and Province of West-Jersey, a Negroe Man, by name Harry or Traso, about 5 feet 10 inches high, of a very black complexion, understands playing on a Fiddle, brought up in this Country, about 25 or 26 years old, a likely Fellow: Had on when he went away, a blue Kersey Coat, with a Cape, and old brown Jacket, without sleeves, an old Pair of Trowsers, a pair of blue breeches, made of Everlasting, and an old Felt Hat. Whoever takes up and secures said Fellow so that his Master may have him again, shall receive as a Reward, Two Dollars if taken in the Province of New Jersey and Three if in any other Province, and all reasonable charges paid by Samuel Cock, of the Township aforementioned; or Teunis Post in Somerset County."
The New-York Gazette: or The Weekly Post-Boy,1115,5/17/1764,"TAKEN UP IN South-Amboy, the 17th Instant, by Silyar Morrel, A Negro Woman who appears to be about 20 Years of Age, speaks no English, and seems to be lately arrived in the Country: She had on her, a striped Linen and Woolen PettyCoat, and a blue Duffel Jacket, The Owner by applying to the Gaoler in Perth-Amboy, proving his Property, and paying the Charges, can have her again. Dated April 23d, 1764."
The New-York Mercury,657,5/28/1764,"Run-away from the Subscriber living in Bound-Brook, Somerset County, East-New-Jersey, on Wednesday, the 8th of May inst. a lusty Negro Fellow named Fortune: Had on when he went away, a coarse red Frieze Jacket, with a crimson colour’d Shag Jacket under it, a Pair of Buckskin breeches, a new Felt Hat, Stockings without Feet and no Shoes. Any person taking up and securing said Negro so that his Master may have him again, shall have Four Dollars Reward and reasonable charges paid by Francis Baird."
The Pennsylvania Gazette (Philadelphia),1849,5/31/1764,"Cumberland County, West New-Jersey, May 28, 1764. Last Week was committed to the Gaol of this County, two Negroe Men: the one by name of Amos, about 30 Years old, who says he was bom in Guiney, and is now the Property of Colonel Hopper of Queen Ann’s County in Maryland; the other calls himself Daniel Rogers, says he is a free Negro and that he came from Cambridge in Dorset County, but as he hath no proper credentials, and his Companion declares him to be a Slave, these are to desire their Masters to fetch them away and pay Cost. Howell Powell, Sherrif."
The Pennsylvania Gazette (Philadelphia),1849,5/31/1764,"Runaway from the subscriber living in Upper-Freehold, Monmouth County, West-New-Jersey, on the 21st of this Inst. May two Negroe Men, one named Toby, a well-set fellow about 21 or 22 years of age, 5 feet 5 or 6 inches high, of a pleasant Countenance for a negroe, shews his Teeth frequently, which are very white, is square built, with bow legs, all the Toes on one foot are short as they have been froze, the Toe next to his Great Toe on the other Foot lies over his Great Toe, his Coat is redish brown, of bought Cloth, with a green Thick-set Lining, a new Ozenbrig shirt, a pretty good Felt Hat; had on Leather Breeches, much worn, which he may change; he can play upon the Violin, but not extraordinarily well. The other is named Abraham belonged once to Mr. Emlen in Philadelphia, to Joseph Staniard and to John Cox of Upper Freehold aforesaid; he can write and read, understands Planation business; he is old than the other and about 5 feet 9 or 10 inches high, wellbuilt; it is likely he will forge a Pass, and pretend to want a new Master for himself and the other. Whoever takes up and secures said Negroes in any Gaol or either of them, so as their Masters may have them again or brings him them home, shall have Twenty Shillings Reward for each with reasonable Charges paid by Joseph Grover and Joseph Coward."
The Pennsylvania Gazette (Philadelphia),1851,6/14/1764,"Runaway from the subscriber living in Cranberry, Middlesex County, on the 20th of May last, a Negroe woman named Lucy alias Sue, about 30 years old, a slender, small woman, wants some of her Teeth, full eyed, her Dress uncertain; she took two quilted Petticoats, one red, the other blue; a blue and white China Gown, and a pair of Green Cloth shoes which she may change for others. It is supposed she went to Bucks County, to one Lambert Vandyke’s near Shaminy Meeting-house, where she has a Daughter; her mother and brother lived with Mr. Kemble in Brunswick; she speaks Dutch well. Whoever secures said Negroe so that her Master may have her again, shall have Twenty Shillings Reward with reasonable charges, paid by Patrick Hanlon."
The Pennsylvania Gazette (Philadelphia),1853,6/28/1764,"Runaway from the Subscriber living in Trenton, NewJersey, on the 21st of June, a Negro man, named Tony, a thick chunky well-set Fellow, about 30 Years of Age, about 5 feet 7 or 8 inches high, has a remarkable Way of walking as if he was a little lame, and stoops a little forward: Had on when he went away, a light coloured Cloth Jacket, with Patches at the Elbows, Ozenbrigs Shirt and Trowsers, old Hat, old Shoes, has a bad Cut in his left Thumb, fresh cut just before he went away. Whoever takes up and secures said Negroe in any of His M ajesty’s Gaols, so that his Master may have him again, shall have Forty Shillings Reward and all reasonable Charges, paid by me William Lister."
The New-York Gazette (Weyman’s),291,7/2/1764,"RUN away from WILLIAM DOUGLASS, of Staten-Island, a Negro Man, named GEORGE, aged about 22 Years, near 5 Feet 10 Inches high, slender built, talks a good deal upon the New-England Accent; large Eyes, with a good deal of White in them: Had on when he went away, a speckled Flannel Shirt, a Pair of twill’d bagging Trowsers piec’d, a Pair of black Stockings, new Pumps with carved Silver Buckles, a homespun brown upper Jacket, and a red Waistcoat without Sleeves under, lin’d with buff-colour’d Flannel, a Felt Hat not half worn. Any Person taking up, and securing the above Negro in any Gaol, so that his Master can have him again, shall receive the Sum of Forty Shillings, and all reasonable Charges, paid by me WILLIAM DOUGLASS, living on Staten-Island."
The New-York Gazette (Weyman’s),294,7/23/1764,"RAN-away on Wednesday the 18th Instant, from JOSEPH ANTHONY, of Courtland’s Manor, a Negro Man, named, JACK; is very black, has no front upper Teeth, and talks good English. Had on when he went away, a Soldier’s old red Jacket, check Shirt, an old Pair of Buckskin Breeches, with Ozenbrig Petticoat Trowsers over them. He is supposed to be gone to the House of Mr. John Coombs, at Jamaica, on Long-Island; or otherw ise to Mr. Palm er’s, at Whiteplains, Westchester County, from each of whom he has been sold. Captains of Vessels are desired to be careful in not carrying him away; and Ferrymen forbid to carry him across Ferries; as they must answer the Damages. W hoever takes up and secures the said Negro, so that his Master may have him again, shall have FORTY SHILLINGS Reward, and reasonable Charges paid by JOSEPH ANTHONY."
The Pennsylvania Gazette (Philadelphia),1859,8/9/1764,"Run away from Dr. Bern Budd, of Hanover, in Morris County, East New-Jersey, a likely well set Negroe Man, about 5 feet 9 or 10 inches high, of a yellow Complexion: Had on when he went away, a blue Broadcloth Coat, with Tortoise-Shell Buttons, a double breasted Broadcloth Jacket, with Mohair Buttons and Leather Breeches. He took with him 3 white Shirts, a check Ditto, a snuff coloured Manchester velvet Jacket, one striped ditto, and a pair of wide Trowsers. He speaks good English, understands all Sorts of Farmer’s Work, and something of the Sea, and no Doubt will endeavour to pass for a free Negroe as he can write any Pass he thinks necessary. Whoever takes up the said Negro and confines him in any of His Majesty’s Gaols, and sends his said Master notice, so that he may have him again, or brings him to his said Master, shall receive Ten Dollars Reward, and all reasonable charges paid by Bern Budd. N.B. All Masters of Vessels and others are forbid, on their Peril, to carry him off, or harbour him."
The New-York Gazette: or The Weekly Post-Boy,1132,9/13/1764,"Run-away on Monday the 27th of last Month, August, from Gilbert Smith, of Upper Freehold, in Monmouth County, East-New-Jersey, a Slave, named Jacob, but has several Times changed his Name, calling himself James Start, and James Pratt, &ct. his Mother was a Negro and his Father an Indian, but he passes himself for an Indian, and is like one, of a yellowish Tawney colour, is about 23 years of age, 5 feet 4 or 5 inches high; his Hair cut short on his Crown, but curls around his neck; has a remarkable Scar on one of his Cheekbones, occasioned by a Scald or a Burn, and speaks good English. He is much addicted to Smoaking and Drinking. He went from his Work at the Plough and was without shoe or stocking, and had no other clothes but an Oznabrig Shirt and Trowsers, an old ragged Waistcoat and an old Hat. He came to New York on Wednesday Morning last, with one Aaron Buck, on a sloop from Barnegat or Tom ’s River and has since been seen in Town. Any person that will bring the said Run-away to Mr. John Talman in New York, Butcher, or Mr. Francis Field, on Golden Hill, or commit him to any public gaol will receive from either of them, Forty Shillings reward, and all reasonable charges. Gilbert Smith. N.B. All Masters of Vessels are forbid to harbour conceal or carry him off as they will answer it at their peril."
The Pennsylvania Gazette (Philadelphia),1864,9/13/1764,"Burlington, September 6, 1764. Was committed to the gaol of this country on the Fourth Instant, a certain Negroe man, about 5 feet 9 or 10 inches high, of a yellow Complexion, speaks good English and says he was bom in New England, and has been a little to the Sea; he had several sorts of Passes with him, which it thought he wrote himself. His Master is desired to come and pay Charges, and take him away, otherwise he will be sold for the same, by Ephraim Phillips, Gaoler."
The New-York Gazette: or The Weekly Post-Boy,1132,9/13/1764,"Jamaica, August 30, 1764. This day I took up a Negro Man, he calls his name Cato and says he lives at Middletown Point in East New-Jersey; he is a young Fellow, something short, well set, and with a small Scar over his left Eye, has on a hat without Brims, a brown coat, and old stocking leggins, blue Breeches, no shoes, and speaks broken english; I shall put him in Gaol at Jamaica, where the owner may find and have him, if he doth not get from said gaol, he paying me for my Trouble and all Charges. The fellow says his master is John Hendricks. Daniel Hulet."
The New-York Gazette: or The Weekly Post-Boy,1133,9/20/1764,"Run away from the subscriber last Saturday night, a negro man named Harry, formerly belonging to Mr. Van Dollsen, Mason, in this city. He is well built, had on when he went away a light coloured double-breasted Jacket, a coarse white Linen shirt, short wide trousers, half-worn shoes, steel Buckles and a Scotch bonnet: he is apt to get drunk, stutters a bit, speaks very good English, Spanish, and French, and a little bit of other languages. N.B. He has left the first Joint of two of his toes next to his great Toe, by Frost. Whoever takes up the above Negro and brings him to his Master or secures him in any Gaol, shall have Twenty Shillings reward if taken in this city or on the island, and Forty Shillings if in another country or government. Aris Remsen."
The New-York Gazette: or The Weekly Post-Boy,1133,9/20/1764,"Run away from John Hendricks of Middletown, East NewJersey, a negro man named Cato, who he took out of Jamaica Gaol on Long Island Sunday the 16th instant, and run away again on Monday the 17th, he is a short well set Negro, likely, speaks broken English had on an old Snuff coloured Coat, a small white Vest, a pair of blue Breeches, no Shoes, a pair of Leggings, and a Hat without a Brim. Whoever takes up the said Negro Man and secures him, so that his Master might have him again shall receive Thirty Shillings Reward and all reasonable charges paid by John Hendricks."
The New-York Gazette (Weyman’s),304,10/1/1764,"TAKEN up on Staten-Island, and now in Goal at RichmondTown, a Negro Fellow that appears to be about 30 Years of Age, is slim bodied, and has the usual Negro Cuts in his Face; says his Name is MINGO; has been about two Years in the Country; speaks bad English;— Has on a French Soldier’s Coat turned up with Blue; says his M aster’s Name is W illiam Bennet, and that his House was burned and he was put in Goal, and one John Abraham’s took him out, with whom he lived about four Months, and then Run-away from him. The Owner can have him by applying to the Sheriff of Statten-Island, and paying the Charges. New-York, September 17, 1764."
The New-York Mercury,677,10/15/1764,"Ran-away from the subscriber, living at Lamington, in the County of Somerset, a Negro Man, named Mount, about 20 years old, 5 feet 6 or 7 inches high: had on when he went away, a light coloured Sagothee Coat, a black Broadcloth Jacket, a homespun dark colour’d Jacket, also homespun Tow Trowsers, a new felt Hat, Shoes and Stockings; talks very broken English; he also took with him a light colour’d grey Horse, about 10 or 11 years old, 14 hands high, a natural Trotter, no Brand or other Mark, also, an old Saddle and Bridle. Any person takingup said Negro Man, and Horse, and securing them so that the Owner may have them again, shall have Thirty Shilling reward and all reasonable charges paid by me Robert Barkley."
